window_key;OW_events
3592497465;[121 204 118 121]
3839239805;[204 207 204 207]
117476539;[  8  17   6  16 125]
2782202344;[57 60 96]
3542685956;[ 8 17 38  5 14 35]
2388641068;[32 37 66 32]
805583738;[27 31 33]
651115374;[118  37  30]
2169052770;[30 57 27 60 57]
1646372532;[118 121 118 121 118 121]
86885737;[217 220 118 121]
4141459172;[40 27]
3555288873;[ 27  32 125]
38069092;[116  47]
3062112989;[30 27 30 27 30]
2328016174;[38 35 38 34]
753265989;[ 31  34 122 125]
1607597418;[ 47 112]
2361457440;[38 57]
904129752;[ 31   8  20 122]
3507227459;[84]
185362065;[14]
3152400340;[61 64 61 47 64 44]
3067641705;[27 32 57 38]
1361608316;[ 34  31  34  30 122]
1278712416;[121  43 118 121  40]
399461611;[69 66 34 69]
636453435;[ 8 17 27 32 40]
250069233;[60 35 57 60 38]
1411862374;[ 96 125]
1785440990;[112  43  60 122]
1341568275;[ 60 122]
1226732550;[44 22 60 24 57]
1497448285;[27 30 18 21]
3973682982;[40 21]
3557010086;[ 27  31 125]
2223923663;[60 31 34 31]
254895760;[ 34  69 122  30]
3403228891;[43 40 27 30]
4123974960;[43 40 31 43]
1330964921;[118 121  40  43]
438194246;[ 10 122   2  18 125   9  21  10 122]
3026834769;[ 57 220  60 217  57  60 220  57]
3001247087;[34 57 31 60 34]
1953408707;[57 30 60 57 60]
4102457364;[35 37 31 34]
2621816019;[ 61 192 185]
1752218585;[66 69 66 69]
3534149154;[38 35 57 38 60 57]
901615757;[ 40  43 118 121]
470581588;[25]
329465320;[28  8 17]
3449928906;[57 31 60 57]
747260422;[ 8 21]
336360636;[17]
1363592549;[57 60 31 34]
3853750572;[31 34 17 14  8  5]
3406896205;[220 217  57]
3578818616;[ 18  66 125]
30775996;[ 57  60 204]
1987118883;[ 28 125  35]
4217086853;[60 28 34]
2747567348;[  9  18  12  21 113]
1570364197;[ 27 118  43 121  40  43]
2599383135;[118  43 121  40]
1621621817;[64 38 61 35 64]
2812464583;[35 57 38 60 57 60 35]
3059105404;[121  43  40  43]
2058645950;[57 60 28 34 32]
2757052689;[122  31 125]
512050895;[27 31 35 38 35]
1667921656;[27 30 27 30 57]
2883015153;[57 61 64]
1154454610;[ 44 109]
2956661024;[44 30 47]
1653693133;[ 21 111]
74615185;[35 38 33 27 31]
3379097676;[64 61 64 47 44 61 64]
3826961914;[30 57 27 60 57 60]
2606828026;[ 60 122 125  57  60 122  57  60]
3177844386;[47 64 44]
2692954768;[38 35 38 34 30]
1836886749;[ 37 122  30  27  30]
2821483585;[ 5 14  8 17 14]
440012034;[47 44 64]
2392869247;[ 60 207  57]
667147213;[ 66 113  18  21]
744889243;[60 38 35 38 57 60]
1279549358;[64 38 33]
1382963804;[ 31 125  35  38  35  69]
3301381297;[ 34 122  31 125]
2743787137;[ 34  30 122]
3063019034;[47 44 61 64 61]
2928792177;[21 27]
3875501304;[ 66 122  69]
1581010048;[57 60 27 57]
1019792373;[35 69]
3592174829;[ 27 125 122]
3802644738;[31 33 27 31 33]
3956222397;[57  5 14 60 99 57]
2005252460;[61 64 27 61]
2856214993;[17 14  8 17]
4172009463;[35 57 60]
1213047076;[44 27 69 30 47]
2847012933;[ 47   5  14 121   8  17  44 118]
4222042472;[27 31 34 31]
1049511101;[21 27 30]
3600877838;[ 40 118  43 121  40  43]
2241563118;[ 12  25  21   8  17 122   5  14 125]
885126330;[35 38 66]
3889880796;[57 60 35 57 60]
3665389604;[ 27 125  31  34]
2277956757;[ 34 118  30]
53927748;[60 35 36]
3066264533;[33 27]
3537344092;[30 28 57 34 60]
2790303117;[37 30 69]
1830424943;[38 34 32 38]
219057164;[122 125 122 125 122 125]
1328539262;[27 30 27 31]
3453138714;[31 57 60 35 38]
4254366374;[ 57  60 207 220  19  57 105  60]
1298415449;[30 57 60 57 60]
229637309;[43  5 18]
1167142182;[ 21 114]
3783165814;[12  9 48 12 51  9]
844527637;[125  31]
2666808888;[30 47 66]
1656888998;[57 60 33 57]
158039535;[27 43 31 34 40 43]
241222975;[121  43  40]
2290515390;[ 57  60  57 220  60 217]
1656963219;[ 18  64  21  47  69 118  43 122  60]
3680826;[35 57 38 35 60]
1423588062;[ 40 125]
3960377717;[ 38  34 118]
3454018440;[34 32 38 35]
3948319211;[121  43  40 118]
1213206931;[37 30 27]
2110570723;[ 40  21  27 118]
3552158931;[38 35 38  8 17]
3632552035;[30 27 30 27 32]
2906036565;[ 37 122  32 125]
205705045;[ 5 14  8 17]
565280137;[64 38 61 35 64 38 61 35]
661841253;[64 61 27 64]
2523920493;[ 38 122  34  30]
3850376169;[ 47 121 118]
3661644567;[14  5 57 60  8  5 57 60]
2548631733;[27 32 57]
4106997510;[69 34]
1405916261;[57 60 37 32]
2210528991;[30 57 60 57]
1172760203;[  8  17  14 112   5]
2377532845;[118  43 121]
1106059097;[ 43  60 118  57  60]
944688526;[64 34 61]
2962555138;[27 66 30]
2735913637;[32 37 32 38 35]
366097140;[ 57  60  69  57 122  60]
290589461;[  5  14 125]
1480006979;[  5   9 121  11 118]
2491441250;[12 61]
1823146609;[31 69]
3043724212;[30 64 47 61 27 44]
1736785560;[ 30  69  27 125]
1714151787;[29 37 30]
2998231159;[47 64 44 61 64]
3877529772;[40 34 43 40]
2727050533;[34 57 60 31]
261510061;[31  5 14]
2501553064;[57 30 60 27 31]
3567983622;[38 34 30 27 32]
957221818;[ 69  47 103 112]
3905271457;[ 35 125  38 122]
3438553100;[35 36 27 31]
210219573;[ 34  31 217]
2807991663;[25 12 21 18]
1367659468;[ 57 220  60]
1271040663;[ 32  36 122  28 125  35]
1246724586;[38 57 35 60 57 60]
576806163;[ 43  40  43 118]
3468746986;[ 5 14 32  8 17 14 38 64 17 35 61 64]
223974104;[66 57 60]
1233119825;[12 96]
785020700;[ 31  34  30 122]
1335973678;[34 32 38 57 60]
944817028;[38 35 38 57 35 60]
751791754;[44 69]
2392114250;[ 57 217  60 220 217]
3699135628;[  2 129]
1422204966;[ 32 125]
4173119796;[57 27 60 57 30 60]
2400753298;[40 43 18]
3524236357;[ 66  27 125]
421156633;[ 32 125  38  35]
2168862789;[38 61 33 29 64 61]
876945261;[ 60 207 204 207]
3129845215;[  6 121  10 119   3 124  10 119]
1893622461;[38 35 61 38]
2418456424;[ 57  60  57 125  60 122]
455906136;[ 38 121  40]
1113772467;[57 60 31 57 60 57]
3866790904;[ 12  21 114]
3630636364;[57 60 57 27 60]
2641037699;[103  47 112  27  31]
214824437;[ 60 122 125 122  57  60]
2329718648;[118  40  43  40  43 121]
3963332317;[100 121 113]
1484784110;[ 12 113]
2400632182;[ 60  57  60 220]
1308188912;[61 64 61 64 61 64]
1322958290;[18  9 22 12 24]
2230331691;[44 61 64 47]
3881155436;[217 220 217 220  57]
3564196755;[60  8  5  8  5]
1918737662;[57 60 57 60 57 38]
111829471;[31 43]
265482828;[38 33 29 36 57 60]
369915874;[19]
2517502483;[38 34 32]
3897148580;[ 57  60 207  57]
1404283848;[118  40  43]
857469589;[125   8  17 122   5  14  43]
2266428788;[ 43 118  40 121  43  40]
2832791211;[ 60  57  60 217 220]
4286405861;[103  47  44]
369350009;[35 38 57 60]
2525164578;[ 40 217 220]
1948204290;[125  31  35]
4216882173;[27 43 40 30]
3209627463;[112  18]
3162546010;[12 21]
2066628881;[29 38 33]
2311923475;[32 37 31 34]
1723624488;[27 30 27 57 60]
4267312289;[41 61 64]
1984063223;[ 27 220  30 217 220  27 217  30 220]
1188839726;[ 57 122  60  57  60 125]
2374824716;[  7 122   3 124  10 119]
3783723097;[29 57 38 60]
1188248051;[ 60 220 217 220 217]
1222244170;[ 60  69 217 220 217 220]
1551660898;[38 35 37 30 43]
2782238471;[27 40 43]
281577137;[35 57]
1339523559;[38 60 34]
3182291520;[220  57 217  60 220 217 220]
1000101787;[ 40  27  43  40 118]
2106658941;[125 122  43  40]
1961452597;[ 30 122  27 125  30]
1148723530;[35 57 60 57]
2468016118;[37 30 69 29 66]
4224653788;[37 31 64 35]
2117599677;[34 57 60 57 60]
3896408751;[27 31 57 60 57 60]
3147539372;[ 57  60  57 220 217]
849085015;[ 40  43  40 121]
4275906533;[66 34]
47306288;[33 57 27 60 57 31 60]
2804517525;[35 38 40 43]
185696525;[220 217 121]
2769371911;[31 35 69 64 66 61]
3839878218;[44 27 30 47 27 66]
196680619;[  8  20  69 118  14 220   5]
3024715924;[64 36 61]
2378334421;[35 38 43]
2552321822;[ 17   8 118]
4207550787;[38 35 37 32]
1783634297;[ 43 100 116   5  14]
4110555667;[ 66 109   8  17]
4055521114;[ 57  60 220 217  57  60]
1970341264;[ 28 125  34]
3248172786;[30 64 27 30]
939069982;[30 64 61 64]
4194671516;[34 32 43]
201931428;[38 34 32 38 35]
2431979025;[21 18  9 22]
445101901;[ 69  28  66 125]
755411203;[38 33 57]
3189999886;[  9 125  11 122   4]
2616888359;[38 34 31 35 38]
1465448530;[31 34 31 34 31]
151806827;[12]
196221281;[69 18 21 66]
388519863;[33 40 43 40]
1913948395;[30 69 29 66 36 28]
4007838230;[43 31 34 40 31]
2783520069;[30 64 47 61 44]
2827528137;[ 34  31 125]
2108513227;[30 40]
584576561;[38 61 35 64 38 61 35 64]
3277483069;[ 31 207 220]
2089501011;[34 57 60 57]
1301363134;[ 21 122]
2773748552;[35 38 66 34]
3065801015;[ 8 17 31]
3253646751;[34  5 14 30 64 66 18 21]
3104572053;[38 35 57]
2149111920;[35 69 37]
3937835021;[113 116 113 116]
889565690;[220 217  14  38]
2698652586;[118  64  69]
78219297;[64 35 61 64 38 61 35]
2282867680;[126  18  57  66 109 129]
2455079873;[64 61 35 38 64]
98303256;[43 34]
833497718;[18 40 21]
576055704;[57 60 35 38 57 60]
1844228966;[ 43 118  60 122]
619360718;[31  8 17  5 14]
2817998747;[60 34]
3438609485;[47 64 44 61]
234997659;[ 37 122  31 125  35]
2292348937;[ 40  43 118  40 121]
335046443;[ 17   8  14  19 125   5  24 122]
1258969749;[103 100 113]
1138515634;[ 43 108]
184781782;[ 8 21  5 43]
1029672387;[125 121  18]
4216725888;[125  40]
2310415717;[ 5  8  5  8 43  5]
545295692;[57 31 60 34 32 57]
4258069672;[ 8 17 31  5 14]
1170353166;[220  57  60]
2821894161;[125  35  37 122  32 125]
3727609389;[57 60 57 34 60]
2217904890;[ 9 47 12 44 21 18]
3666910086;[ 57  60  57 217  60]
58078394;[ 8 17  5 14 17 14]
89842577;[60 34 31 57 34 60]
1767015453;[37 31 34]
280738494;[36 57]
268552835;[27 30 61]
3656006615;[57 27 60 57 31 60 33 57]
141578566;[35 38 33 28 35]
2262324109;[ 40  43 121  40]
3115165309;[34 31 34 43]
1010812231;[44 17  8 47]
1022359619;[220 217  57 220]
1851371661;[ 14   5 204 207]
2831177833;[57 38 35 60]
3048501176;[27 18]
3976303466;[27 30 66]
902736934;[27 31 18 21]
1442778442;[ 57 122]
3821960865;[ 27  31 125  35  36]
2928016384;[ 66  27 125  69]
3744731661;[17 14  8 17 14]
2672540869;[37 30 27 31 35]
1008038319;[47 61 44]
1561677813;[44 18 21 19 61 69]
2928625984;[ 12 118   7 122   1 125]
223141182;[ 47 118  44  64 121  61]
1373255205;[ 40 112]
2337191275;[112  38]
3988540887;[38 35 44 47 38]
3004299210;[ 34  47 112]
3948384473;[ 57  60 220 217  57  60  57]
921470108;[ 27  32 121  38 118 121]
3085360527;[43 18 40 21]
1214925943;[27 30 27 30 28]
1264967047;[61 30 64 27]
1827391046;[ 57  60 217  57  60]
3440124433;[38 35 69]
1324190724;[ 10 122   3 125  11 122   4]
3470796059;[34 32 38 34]
440896338;[ 30  69 122  27  66 125]
670915334;[61 64 61 64 47]
280705371;[38 35 43 38]
4289715673;[ 35  37  30 122  27 125]
81108853;[ 57  60 207]
4124907962;[66 27]
1604663986;[ 38  34 118  31 121  35]
4284543686;[64 66 69]
3342097889;[ 38 122  34]
2607969160;[ 43  60 122]
4288149961;[40 31 43]
156569993;[64 61 64 31 35 61 64]
3301242755;[57 60 34 31]
4056664653;[69 31]
3542027768;[205 192  57 185 198]
1122694214;[57 60 37 30 57]
1629258587;[17 14 47]
541800894;[ 31  35 125]
2199444777;[35 69 38]
3149172754;[ 18  66 109 113  30 121]
1304026158;[ 37 122]
2103281537;[35 60 38 57 60]
937275945;[28 60 33 57 60]
2518714630;[38 66 35]
348908647;[ 43  40 118 121 118]
3610309357;[22 25 12 44  9 12]
1365766659;[122 124]
1099147985;[ 27 125 122  31 125]
2553440299;[31 57 34 60]
1573736151;[57 60 30 57 60]
1220579348;[38 69]
1050854762;[  5  14 121   8  17 118  30]
1610277783;[44 47 43 40]
3251031982;[47 44 61 64 61 64]
1412101751;[57 31 60]
3715883701;[ 57  60  57 122  60]
2879158082;[57 31 60 57 60]
1374475830;[30 27 30 66 27 69]
126172833;[ 31  35 125  37 122]
3989554177;[69 27]
2734381176;[35 66 69 38 66 35]
3146294233;[ 27 125  30 122  66]
2411938227;[220  60 217 220 217]
93805698;[ 33 122  28 125  33 122]
3100216863;[30 28 34]
4055881191;[33 27 31 35]
3765814130;[ 57 207  60  57  60]
997264324;[125 122 125 122 125]
2796793511;[ 57 122  60  57  60]
2035012227;[27 31 34 31 57]
137934831;[ 41 192 185]
2396861868;[28 34 30 27]
2621099109;[ 43  40 118 121  43 118  40 121]
3154897460;[185]
108283877;[ 1 43]
4219527193;[ 35  37 122  30]
6384723;[125 122 215]
1062359935;[ 5 14 47]
617876525;[217  43]
2892971273;[ 7 21]
1161182885;[204  57 207  60]
2305834251;[ 38  33 122  27  30]
3993835224;[204 100 118 121]
72127375;[35 60 57 60]
2679474493;[  8  20 118]
2351140963;[ 57 125  60  57  60  57]
1441899822;[217 220 217  57  60 220]
1735220298;[220 217  38 220  57 217]
4064413068;[35 38 34 30]
1938912656;[21 64]
2288404649;[60 35 38 57]
1522783477;[ 5 14 30 48 51]
1447174921;[ 57  60 204 207]
4264199641;[ 34  31 121 118]
720137760;[ 34  69  30 122]
3462163819;[118 121  43  40]
1973088383;[48 18 21 51]
4180120443;[ 60  57  60  57 204]
659097132;[31 34 64]
1527541122;[18  9 22 24 12]
4232605598;[30 28 35 38]
1135393701;[124  10 119   2 125]
3586944057;[43 40 30 43]
2377828551;[60 69 57 60 66]
1154008267;[34 31 57 60]
97170423;[34 40]
941207255;[  5  14 125   8  17  47 122]
3417083161;[125  31  34 122  30]
4038257993;[60 27 57 31 60 35]
1291088323;[ 61 121]
3934645669;[38 35 38 35 38]
401580326;[51 64]
164061052;[ 18 121  21 118   8  17]
380032645;[207  57]
2023553421;[29 37 43 32 38 35 40]
3806886768;[ 57  60 217 220 217 220]
3139426579;[ 14   5 125]
1262508236;[43 40 34]
468887839;[ 8 17 35 38]
2540858684;[ 43  60 118]
3643733844;[  5  14 112  18]
3808505309;[ 21  66 121]
3992441179;[34 43 40 31]
2847130485;[ 38  34  30 122]
2243175464;[27 66]
4274842687;[31 34 57 31 60 34 31]
2993222379;[  7 122   3 124]
2134571846;[100 121 220]
386381959;[61 64 69]
1405408229;[28 34 32 38]
894583745;[ 5 14 17]
4228614445;[ 64  61 121]
3679777308;[121  64  61 118  64 121]
69438409;[38 69 35 38]
533340784;[35 37 69]
1585778426;[36 28 35 36]
511428280;[ 8  5 14 64]
280039824;[60 31 57 60 57]
1643465683;[34 30 61 64 61]
1077001542;[108 105]
1640755232;[ 33 122  66]
2651924494;[27 57 30 60 57 60]
3056974581;[ 31  35 125  38  35  38]
1898978308;[27 30 27 57]
3408872310;[43  5 15  9 60 57 60]
161696024;[30 40 43 40]
2276730702;[27 64]
2347641956;[217  47 220  44  61]
3622399349;[ 27  32 121]
1100698517;[64 61 64 69]
1137030259;[37 32 37 30]
1744743671;[28 35 37]
939990519;[ 35  66 125]
1022969389;[61 64 61 64 61 47]
3767817363;[ 40 121  43]
1027497267;[40 31 43 40]
1744335258;[  5  14 125   8  17  47 122   5  16 125   9  66]
3510664142;[ 30 122  28 125]
91078995;[125 122  57  60]
34363494;[7]
1892669846;[44 25]
4274973531;[43 40 31 34]
1610287189;[60 34 57 60 57]
152418240;[47 61 44 64 61 64]
323163930;[27 64 31 61]
2438475880;[207 204  57  60 207 204]
4185966493;[ 11 118   6 121]
1548310939;[31 34 61]
2383398443;[31 57 60 34]
783199266;[57 60 30 57 60 57 60]
891703272;[69 66 30]
2402565493;[ 43  40 220 217]
2259099950;[ 8 17 40 38 34]
1950435228;[30 27 57 60 32 37]
2293469058;[38 34 30 27]
2279000448;[31 64 35 36 29]
1902787717;[43 60 40 57]
634226439;[ 40 122 125  99]
2016296024;[29 38 34]
1170111346;[ 8 17 30 43 27]
1808928846;[ 47 100]
1092107115;[121   8  17 118]
2924260845;[113  35]
4077639125;[  8  17  28 220  64   5  14]
2268762861;[  9 125  10 122   2   8  17   5   8]
3575241529;[ 57  98 122  60  57  60]
3612208186;[38 35 38 57 60 35]
3500988192;[ 30  27  43 118  40 121]
1696507935;[31 35 38 35 37]
3052885413;[60 28]
1243020427;[ 34 116  66  30 113  27]
2908323764;[31 34 31 34 69]
3388663475;[ 31 121  33 118  27  30]
2903240625;[38 35 37]
2660191980;[34 30 28 35]
1003241163;[ 69 105]
3601997484;[35 44 38 61 64 61 64]
2840372750;[113  38]
805744060;[38 33 60]
16210432;[28 57 33 60 27]
3430122029;[220 217  57  60 220]
133473454;[ 31  34 122 125  31]
2629415519;[27 61 64]
654471413;[30 29 38 33]
3467642403;[34 31 35 38]
2142792225;[ 11  23 118   5   8   5  15  44  69 121  47]
725814664;[ 27  57  31  60 125  57  60]
1863062804;[38 34 32 37 30]
784067064;[36 27]
2863631884;[125  34 122]
1005706187;[38 33 61 28 64]
1058843842;[35 57 60 57 60]
4258293282;[38 33 27 31]
1832091132;[ 8 17 35  5 14 38 34]
3080499078;[ 33  28 121  35  36 118]
1218107084;[31 35 37 30 28]
3660924563;[ 69 122 125  31  35]
3149286928;[113 116 113  27]
4257736549;[38 35 36 57]
1040213690;[ 32 125  38  35  38  33 122]
73826638;[32 37 43 32 40 37]
1512705618;[ 57  60  27  32 125]
692652370;[31 34 66]
2501865717;[125  31  66]
3002552556;[60 31]
1219058686;[30 57 60 29 57]
3481126237;[38 60 35 38 57]
1297022539;[29 37 30 27 57]
1308902031;[60 35 38 57 60]
3812789962;[ 5 14  8 40]
889862131;[103 100 103]
3044503208;[31 35 57 38 60]
1818812174;[57 60 31 34 31]
1744171930;[27 17  8 14 17]
2176308384;[60 36 57 60]
159765532;[220  57 217  60 220 217]
188030366;[ 32 125  38 122  35 125]
2563109459;[69 27 64]
3834185277;[34 31 33]
923265767;[61 64 37]
1810296550;[57 60 34 57 31 60]
3471167270;[37 31 34 31]
494227186;[ 27  32 121  37 118]
2825731632;[ 27  32 125  57]
2588792860;[60 35 38 57 35 38 60]
2848791495;[ 57  60  37 122]
1489712800;[34 69]
187547485;[38 34 31 57 35 60 57]
901510397;[36 28]
817586623;[57 60 38 57 60]
2798161635;[37 32 38 35]
1290131258;[38 61 35 64 38 34 61]
3354094263;[60 35 38 35 38]
3045335370;[30 27 30 27 31]
3603704619;[31 34 31 40]
4209021240;[33 28 34 30]
906338916;[ 57  60  57 122  60  57]
3969004555;[ 21 217]
1975892794;[69 27 31]
940716480;[61 64 61 31 64]
4094332309;[38 57 60 35]
3878546743;[ 47 118  17  27  32  37  14  30]
934478413;[ 57  60  57  27  60  31 125  35]
42856372;[31 35  8 17]
1191595412;[ 35  18   8  20  38 122]
2081552846;[57 60 34 31 57]
3574209434;[31 35 61 64]
36408149;[220 125 217  38]
3678161044;[ 37  30 122  27 125]
851030445;[37 31]
3687297503;[38 35 36 27]
703904725;[33 28 33 27 31]
3938532333;[125  57  60]
3090096886;[57 60 38 57 35 60]
3566605324;[34 18 30 21]
1948887585;[57 60 57 60 38]
2577688715;[ 27  31  35 125]
4114927341;[116 220]
1185407492;[204 207 204 207 204 207]
427499040;[64 61 38 64]
3201769222;[66 34 69 66]
673125601;[ 27 125  31  34  31]
3966158746;[35 57 38 60 35 38]
1758767585;[57 60 35]
1479261348;[57 60 57 35 60]
3909367712;[217  64 220]
2008102440;[38 34 31 34]
1771242628;[ 35 113  38  35  38]
2888545443;[32 37 31]
466877954;[217  34]
2424244258;[ 47 112  27  31  34]
1697374168;[29 37 31]
44007101;[122 125  31]
1365498719;[18 34 44 30]
3861223943;[30 27 31 33 27]
1830591528;[30 61 64 27 61]
2079333120;[44 61 64 38]
490211963;[ 31  66 125]
2853627895;[60 57 60 35]
3082139949;[18 21 31]
3581791951;[38 60 35 38 35]
1775545204;[57 60 36]
1764337549;[29 36 27]
2319395735;[38 60 35 57]
2428567916;[38 61]
396753200;[ 66 125  31  69]
1304025845;[ 38  34  30 122  27 125]
1495329714;[27 30 29 37]
973201774;[57 35 60 38 35 38]
195355296;[34 30 27 31 35]
1558812093;[44 47 44 47]
76248884;[34 30 29]
71522557;[37 30 27 57 31 60]
4174107986;[69 38]
807702309;[27  8 17]
13591849;[34 60 31 34 57]
1640473651;[38 34 57 30 60 27]
3024863019;[64 35 61]
1488579967;[37 69]
748993168;[204  27]
3214822219;[40 34 31 34 31]
1496683917;[ 33 122  27 125  30 122 125 122]
791917916;[34 30 57 60]
2879197356;[125  66 122]
517596636;[40 35]
3376207754;[ 57  60 125  57  60]
217643677;[61 64 61 64 61 31]
3883512457;[125  40 122 125]
1170387726;[ 31 116  34  31  66  35]
1183815254;[ 12   9  22 192  25 185]
2860821562;[ 31  35 125  37  31]
794335280;[31 33 57 60]
239904314;[ 57  36  60 122]
1593733322;[38 35 37 57 30 60]
3649477286;[36 57 60]
1819385747;[38 35 38 43 40]
1424041457;[ 31 125  35  38  35]
3324184857;[ 66  35 113]
845625273;[ 61  64  47 118]
2687066920;[32 38 35]
791125248;[ 34 122 125 122  30]
2569067814;[69 64 66]
694903217;[66 64 35 38 61]
659370109;[30 28 33 29]
369189800;[ 30  29 125  38  33 122]
1516824669;[ 30 122  27 125  30 122]
2376379958;[35 38 34 57 31 60 35 57]
1782211867;[31 40 43]
2532328833;[44 61 64 61]
3868712536;[34 31 35 57 38 60 35 57]
3180389547;[35 57 38 60]
2769739800;[60 57 60 38]
2949667517;[ 38 122  35 125  38]
2360618797;[27 69]
102226563;[37 30 28 35]
3590575951;[28 33 27]
4136613140;[37 57 32 36 60 57 60]
4121521825;[125  27  69  31]
369934;[34 32 37]
188043411;[60 38 34 30]
512818498;[118  43  40  43 121  40]
1494900951;[217   8  17   5  14 220 217]
1824796653;[220 217  57 220  60]
1460410478;[ 64  61 220]
1638286346;[ 32 125  37  30 122  28  34 125]
3206833125;[100  27  31]
2791319821;[121  43]
1590610608;[31 35 69 38]
35323188;[30 57 27 60 57 30]
2310312929;[122  28 125  33 122]
1791132366;[38 35 38 66]
2950512082;[27 31 66 69 64]
1805946542;[ 57  60  57 217  60 220]
740787892;[34 30 57 60 27 57]
505044778;[27 57 60 57 60]
1713111021;[64 38 34 61 31 64 35 61]
528613937;[33 40 43 40 28]
1186694241;[57 60 38 57 34]
3342609149;[ 60  57 220  60 217]
3855962402;[37 18 30 21 27 18 30 66]
3435781334;[31 34 30 28]
979731340;[35 38 35 38 57 60]
2634109525;[30 69 29 66 36]
3830563902;[ 5 14 64]
2676969599;[34 30 28 34]
1119596319;[ 57  60  27  32 125  38  57 122]
2857356922;[  8  17  31  35  38 112]
104278372;[ 27  31 125  34 122  31 125  34]
2019272831;[204  31  57]
2291333767;[116  47  66  44 103]
1657727641;[57 60 38 57]
3407032075;[38 33 27 30 28]
2777257916;[64 34 61 64 31 61 34]
19267084;[69 66 34]
1928270222;[30 44 27 30]
2225055857;[36 28 57 33 60]
1867832402;[  8  17 118   5  14 121]
3634504442;[ 21  18 121  21 118]
2159809589;[ 8 17 69]
2120628459;[60 35 38 35]
478168238;[51 92 96]
1057248023;[27 31 18]
3990922022;[ 35  37 122  30  27]
2818919183;[30 28 35 37 30]
1883020481;[37 31 57 33 60]
1907811455;[37 43 40 30]
4251971147;[57 60 34 57 60]
3124640788;[37 31 66 35 38]
2564894234;[ 69 116  66 113  69  66]
3105452126;[57 35 60 57 60]
3883247886;[ 30 122  27]
1234994008;[57 60 31 57 60]
1282522673;[38 60 35 57 60]
1663517849;[35 60 38 35 38]
472964188;[ 30  27 103  30  27]
832409759;[ 27 217 220]
3592773856;[66 34 69]
791080714;[32 38 35 38]
786185635;[43 27]
161868138;[29 38]
3694862035;[40 43 35 40 38]
2618047639;[28 64 35 47 44 61 37]
2885109223;[60 38]
1264524390;[31 34 43 31]
1116689143;[ 8 17 27 31  4 69]
3777604374;[33 27 57 30 60]
1931400713;[27 30 28 35]
2354441753;[ 15 192 185]
3642513078;[35 69 37 66]
2218559570;[57 60 27 31]
2039448975;[ 8 17 28 35  5 14 37 30]
63174637;[ 28 125  35  36 122]
323776599;[ 36 122  27 125]
617307159;[ 66 116  69 113 116]
1873479466;[31 64]
3233005134;[27 32 38 34]
3417309546;[34 31 35 57]
1791801498;[57 60 37 57]
1836389712;[ 57 217  60  35  38]
696270429;[36 28 33 27]
2199451928;[ 57 220  60 217  57 220  60  57 217]
564887067;[28 57 33 60]
1354157100;[37 32 36]
2281114939;[60 66]
1227246350;[60 35 57 38 60 35]
3891730158;[28 33 29 36 27 30]
1002688092;[33 29 38 35 38 34]
2864456367;[33 27 32]
1997204496;[38 43 40 35 43]
1827111273;[60 57 38 60 35 38]
1296921083;[21 40 43 18 40]
3274150483;[27 30 27 31 35 38]
3100491354;[34 61 31 64 34 61 64]
165365999;[35 44 47]
2536264062;[ 5 14  8 17 31]
747175613;[ 36 192  27 185]
1331665962;[ 60 122 125]
3468185990;[27 32 36 28]
165661321;[ 35  36 122  27]
66959283;[38 60 35 38 57 60]
1965236432;[ 36 122  27]
1839924228;[31 66]
2346334874;[8 5 8]
1736448395;[12 66]
2049976879;[27 30 27 32]
4259840378;[ 18  21 109 112  27]
1444687822;[31 35 38 57]
1236693853;[37 32 38 34 31]
3998674160;[36 27 30 66]
126303925;[60 57 38 60 35]
1307465454;[207 204 207 204 207]
3977626162;[37  5 14 30  8 17 14 17 27]
935439139;[185   5]
1298100252;[ 33 122  57  29  60 125  37 122]
3762247613;[57 60 28 35]
2207738197;[ 60 217 220 217]
3947092194;[30 27 31 69 33 27 64]
3905384198;[37 31 34 30 27]
473658336;[ 30  27 125  31  34]
3760205665;[64 47 61 44]
2367525840;[ 28 125  34  30 122]
1813611784;[ 60 217 220  57 217 220]
1231023880;[57 38 60 35 37 30]
4103540843;[35 66 69 38]
3128593391;[31 33 28 35 37]
3519510243;[30 29 37]
1978568122;[ 27  32 125  37 122]
363573058;[40 43 40 38 43 40 43]
741557743;[60 38 35 57]
3516162144;[204  27 207  31  35  37  30]
3527394227;[27 60 57 30 60]
2033073643;[29 38 35]
4238820091;[27 31 34 30]
1300761747;[60 27 30 27]
788659024;[27 30 28]
1305600276;[47 66]
3757916056;[40 38 43]
2215313543;[38 43 40 35 38]
915772954;[118 207 204]
4099870935;[121 217]
1999220442;[57 60 57 60 35]
128686741;[220  57  60  57]
2112217138;[ 61 121  27  64  30]
724114955;[220 217 220  57  60]
3901031440;[ 21   8  17 122   5  14 125  18   9  22]
2396364571;[204 207 204  57]
3872133215;[38 57 35 60]
305887419;[61 64 61 38]
2295145856;[32 37 31 35]
3009650987;[57 60 35 38 57 35 60]
3792168180;[30 28 35 38 34]
1766822544;[43 34 40]
1968021430;[ 35  38  66  34 122]
37303532;[64 61 31 64 34 61]
222396341;[27 57 32 60 38 35 57]
994543541;[ 34  31  34  30 122  27 125  31]
1058117665;[29 37 31 35]
1040709100;[61 64 28]
2336897085;[118  38]
222410730;[ 37  30 122  27  32 125]
905600477;[ 5 14  8 17 35 38 35]
